Workclass,Education,Marital_Status,Relationship
 Private, HS-grad, Never-married, Own-child
 Private, Masters, Married-civ-spouse, Husband
 Private, 10th, Never-married, Own-child
 Private, Bachelors, Never-married, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 10th, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, 12th, Divorced, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, 11th, Married-civ-spouse, Husband
 Private, 9th, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Wife
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Unmarried
 Private, Some-college, Divorced, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, 11th, Married-civ-spouse, Husband
 Private, Some-college, Separated, Unmarried
 Private, Some-college, Never-married, Own-child
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Never-married, Own-child
 Private, 5th-6th, Never-married, Not-in-family
 Private, Bachelors, Never-married, Own-child
 Private, Some-college, Never-married, Unmarried
 Private, HS-grad, Married-civ-spouse, Wife
 Private, 9th, Never-married, Unmarried
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Wife
 Private, 11th, Never-married, Own-child
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Separated, Other-relative
 Private, Bachelors, Separated, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, HS-grad, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Other-relative
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Some-college, Divorced, Unmarried
 Private, HS-grad, Never-married, Own-child
 Private, Assoc-voc, Divorced, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 10th, Never-married, Not-in-family
 Private, HS-grad, Never-married, Unmarried
 Private, 9th, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, HS-grad, Never-married, Unmarried
 Private, 5th-6th, Never-married, Not-in-family
 Private, HS-grad, Never-married, Unmarried
 Private, Some-college, Widowed, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Never-married, Unmarried
 Private, 11th, Married-civ-spouse, Husband
 Private, 11th, Married-spouse-absent, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Separated, Not-in-family
 Private, Masters, Never-married, Not-in-family
 Private, 9th, Never-married, Own-child
 Private, Masters, Never-married, Own-child
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Other-relative
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, 11th, Widowed, Other-relative
 Private, HS-grad, Never-married, Unmarried
 Private, 7th-8th, Married-civ-spouse, Husband
 Private, 10th, Married-civ-spouse, Husband
 Private, HS-grad, Widowed, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, 9th, Never-married, Own-child
 Private, 10th, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Masters, Never-married, Not-in-family
 Private, Bachelors, Divorced, Not-in-family
 Private, 9th, Never-married, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Prof-school, Married-spouse-absent, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Divorced, Not-in-family
 Private, Bachelors, Divorced, Unmarried
 Private, HS-grad, Divorced, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, Some-college, Divorced, Other-relative
 Private, Masters, Married-civ-spouse, Husband
 Private, 10th, Widowed, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 5th-6th, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Wife
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Wife
 Private, 11th, Never-married, Own-child
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Bachelors, Never-married, Not-in-family
 Private, Some-college, Widowed, Not-in-family
 Private, 11th, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Never-married, Unmarried
 Private, Bachelors, Never-married, Own-child
 Private, 11th, Married-civ-spouse, Wife
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Married-spouse-absent, Own-child
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Assoc-voc, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Some-college, Divorced, Unmarried
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Own-child
 Private, 7th-8th, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Wife
 Private, Bachelors, Married-civ-spouse, Wife
 Private, Assoc-voc, Never-married, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, Assoc-acdm, Never-married, Own-child
 Private, HS-grad, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Masters, Married-civ-spouse, Husband
 Private, Some-college, Divorced, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, 11th, Married-civ-spouse, Husband
 Private, Some-college, Widowed, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Divorced, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Masters, Widowed, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Assoc-voc, Separated, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, 7th-8th, Married-civ-spouse, Wife
 Private, Some-college, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, 10th, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Not-in-family
 Private, Masters, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Divorced, Unmarried
 Private, 10th, Separated, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, Doctorate, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, 11th, Never-married, Own-child
 Private, 5th-6th, Married-civ-spouse, Husband
 Private, 12th, Divorced, Own-child
 Private, 7th-8th, Never-married, Own-child
 Private, 9th, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Divorced, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, Masters, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Doctorate, Married-civ-spouse, Wife
 Private, Assoc-voc, Never-married, Unmarried
 Private, Assoc-voc, Never-married, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Widowed, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, Assoc-voc, Separated, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Own-child
 Private, 11th, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, 11th, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, 11th, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Wife
 Private, HS-grad, Divorced, Unmarried
 Private, Bachelors, Never-married, Not-in-family
 Private, 11th, Never-married, Own-child
 Private, 5th-6th, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Wife
 Private, Assoc-acdm, Never-married, Not-in-family
 Private, 10th, Never-married, Other-relative
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Divorced, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Widowed, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Separated, Unmarried
 Private, Some-college, Never-married, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Masters, Divorced, Not-in-family
 Private, Masters, Married-civ-spouse, Husband
 Private, 11th, Widowed, Not-in-family
 Private, Some-college, Divorced, Unmarried
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-voc, Divorced, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Prof-school, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Some-college, Separated, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Masters, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Widowed, Unmarried
 Private, Some-college, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, 10th, Married-civ-spouse, Wife
 Private, Doctorate, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-spouse-absent, Unmarried
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Bachelors, Never-married, Other-relative
 Private, Assoc-voc, Divorced, Own-child
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 1st-4th, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Wife
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Divorced, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Divorced, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, 11th, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Masters, Never-married, Own-child
 Private, Bachelors, Never-married, Not-in-family
 Private, 5th-6th, Married-civ-spouse, Husband
 Private, Bachelors, Divorced, Not-in-family
 Private, 11th, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 7th-8th, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Assoc-acdm, Divorced, Unmarried
 Private, Bachelors, Never-married, Not-in-family
 Private, 11th, Divorced, Own-child
 Private, Bachelors, Never-married, Own-child
 Private, 11th, Never-married, Own-child
 Private, 5th-6th, Married-spouse-absent, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, 5th-6th, Married-civ-spouse, Other-relative
 Private, Bachelors, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Doctorate, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 7th-8th, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, 10th, Separated, Own-child
 Private, HS-grad, Married-civ-spouse, Wife
 Private, 9th, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Unmarried
 Private, Prof-school, Married-civ-spouse, Wife
 Private, 10th, Married-civ-spouse, Husband
 Private, 11th, Never-married, Own-child
 Private, Some-college, Divorced, Not-in-family
 Private, Bachelors, Divorced, Not-in-family
 Private, Assoc-acdm, Never-married, Not-in-family
 Private, 12th, Widowed, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Prof-school, Married-civ-spouse, Wife
 Private, Bachelors, Never-married, Not-in-family
 Private, Assoc-voc, Divorced, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 11th, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 5th-6th, Never-married, Other-relative
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Separated, Not-in-family
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, Bachelors, Never-married, Own-child
 Private, Some-college, Divorced, Unmarried
 Private, Some-college, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Assoc-voc, Divorced, Not-in-family
 Private, Bachelors, Never-married, Own-child
 Private, Bachelors, Never-married, Not-in-family
 Private, 1st-4th, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, 5th-6th, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Other-relative
 Private, 11th, Never-married, Not-in-family
 Private, 11th, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Divorced, Not-in-family
 Private, Doctorate, Married-civ-spouse, Husband
 Private, 12th, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Unmarried
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Unmarried
 Private, 11th, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Masters, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Preschool, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, Assoc-voc, Separated, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Not-in-family
 Private, 10th, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Separated, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Wife
 Private, HS-grad, Never-married, Other-relative
 Private, Bachelors, Widowed, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Never-married, Other-relative
 Private, 11th, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 7th-8th, Married-civ-spouse, Husband
 Private, 11th, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, 10th, Widowed, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Husband
 Private, Assoc-voc, Widowed, Not-in-family
 Private, Some-college, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 9th, Never-married, Own-child
 Private, 10th, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, 5th-6th, Separated, Other-relative
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, 11th, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Some-college, Married-civ-spouse, Wife
 Private, Assoc-voc, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, 11th, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Separated, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, Assoc-voc, Never-married, Not-in-family
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Divorced, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, 7th-8th, Separated, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Other-relative
 Private, Some-college, Never-married, Not-in-family
 Private, 5th-6th, Separated, Not-in-family
 Private, Bachelors, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, HS-grad, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, 11th, Never-married, Not-in-family
 Private, 9th, Never-married, Own-child
 Private, Some-college, Never-married, Own-child
 Private, Assoc-voc, Never-married, Own-child
 Private, HS-grad, Never-married, Unmarried
 Private, Masters, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, Some-college, Never-married, Own-child
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, Masters, Divorced, Not-in-family
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Some-college, Widowed, Not-in-family
 Private, Assoc-voc, Divorced, Not-in-family
 Private, 7th-8th, Married-civ-spouse, Other-relative
 Private, 10th, Divorced, Unmarried
 Private, 10th, Never-married, Unmarried
 Private, Some-college, Married-civ-spouse, Husband
 Private, Assoc-voc, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Doctorate, Never-married, Not-in-family
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Never-married, Other-relative
 Private, Some-college, Never-married, Own-child
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Bachelors, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Wife
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Never-married, Own-child
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Never-married, Own-child
 Private, Some-college, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Assoc-acdm, Divorced, Unmarried
 Private, HS-grad, Never-married, Not-in-family
 Private, Assoc-voc, Divorced, Unmarried
 Private, Some-college, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Wife
 Private, HS-grad, Never-married, Own-child
 Private, Some-college, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, 12th, Divorced, Not-in-family
 Private, Assoc-voc, Married-civ-spouse, Wife
 Private, HS-grad, Divorced, Own-child
 Private, Some-college, Married-civ-spouse, Husband
 Private, 9th, Married-civ-spouse, Wife
 Private, HS-grad, Married-civ-spouse, Husband
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Unmarried
 Private, Bachelors, Married-civ-spouse, Husband
 Private, 1st-4th, Married-civ-spouse, Husband
 Private, Masters, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Separated, Not-in-family
 Private, Masters, Never-married, Not-in-family
 Private, Some-college, Married-civ-spouse, Husband
 Private, Bachelors, Divorced, Not-in-family
 Private, 9th, Separated, Unmarried
 Private, Bachelors, Never-married, Not-in-family
 Private, 9th, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Widowed, Not-in-family
 Private, HS-grad, Married-civ-spouse, Wife
 Private, Some-college, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, Bachelors, Married-civ-spouse, Husband
 Private, Assoc-voc, Never-married, Not-in-family
 Private, Bachelors, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Not-in-family
 Private, HS-grad, Never-married, Unmarried
 Private, Some-college, Married-civ-spouse, Husband
 Private, Assoc-acdm, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, 11th, Divorced, Not-in-family
 Private, Some-college, Never-married, Not-in-family
 Private, Assoc-acdm, Never-married, Own-child
 Private, HS-grad, Divorced, Not-in-family
 Private, Assoc-acdm, Married-civ-spouse, Wife
 Private, Bachelors, Married-civ-spouse, Husband
 Private, 7th-8th, Married-civ-spouse, Husband
 Private, 11th, Married-spouse-absent, Not-in-family
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Never-married, Own-child
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Married-civ-spouse, Husband
 Private, HS-grad, Divorced, Unmarried
 Private, Some-college, Never-married, Unmarried
 Private, Some-college, Never-married, Own-child
 Private, HS-grad, Never-married, Own-child
 Private, 9th, Never-married, Unmarried
 Private, HS-grad, Divorced, Unmarried
 Private, Masters, Never-married, Not-in-family
 Private, HS-grad, Divorced, Unmarried
 Private, Some-college, Never-married, Not-in-family
